stopId,stopName,lat,lon,bus,tram,subway,stopPositionFlag,x,y
800495947,null,48.3167591,10.6749047,true,false,false,false,4401829.0,5354055.0
800495955,null,48.2596203,10.7392771,true,false,false,false,4406499.0,5347621.0
800495959,null,48.2566485,10.7292985,true,false,false,false,4405752.5,5347303.0
800495963,null,48.3169201,10.6755076,true,false,false,false,4401874.0,5354072.0
800495966,null,48.256702,10.7290665,true,false,false,false,4405735.5,5347309.0
800495971,null,48.2353227,10.7313771,true,false,false,false,4405867.5,5344929.0
800531544,Schaefstoss,48.3907088,10.708901,true,false,false,false,4404488.5,5362235.0
800531551,Schaefstoss,48.390781,10.7089312,true,false,false,false,4404491.0,5362243.0
800598627,Grossmarkthalle,48.1197633,11.5523621,true,false,false,true,4466779.5,5331399.0
800873559,null,48.2921856,10.7073418,true,false,false,false,4404188.5,5351281.5
800873568,null,48.292193,10.7072483,true,false,false,false,4404181.5,5351282.5
800934150,null,48.3210114,10.7071275,true,false,false,false,4404226.5,5354487.0
800934153,null,48.3213464,10.707799,true,false,false,false,4404277.0,5354523.5
